PSSI	56.5	6.7
PSTL	24.4	12.65
PSYS	64.5	8.7
PTEN	65.25	12.43
PTIX	45.25	12.0
PTRY	70.1	25.36
PTSX	21.0	1.25
PULB	51.0	24.2
PVFC	28.25	12.63
PWND	29.09	11.0
PWRD	50.49	27.5
PWX	22.25	8.75
PXLW	51.75	8.48
PZZA	67.75	25.06
PZZI	5.94	2.86
QABA	24.25	20.93
QADI	23.25	3.81
QBAK	16.0	7.99
QCOR	18.25	8.25
QEPC	17.25	4.38
QGEN	226.25	18.95
QGLY	23.0	6.11
QLGC	209.69	27.72
QPSA	12.45	1.2
QQQX	22.0	19.92
QTEC	24.32	19.59
QTWW	10.58	2.78
QUIX	31.25	11.65
QUOT	13.62	1.35
RAME	7.0	2.33
RAMS	16.5	15.75
RAND	9.19	1.1
RAVN	47.82	21.87
RBCAA	35.45	26.09
RBCN	34.94	29.16
RBI	15.0	10.5
RCII	82.75	12.37
RCKY	36.44	4.97
RDEN	28.05	16.87
RDI	31.0	5.5
RDIB	10.75	7.4
RDWR	87.0	20.12
REDF	33.75	1.16
REFR	40.0	6.0
REIS	22.55	10.0
RELL	18.87	9.25
RELV	18.69	5.5
RENT	19.82	4.25
REXMY	58.28	32.31
REXX	29.92	1.56
RFIL	17.75	2.85
RFMD	184.5	7.11
RGCI	14.25	5.25
RGCO	37.01	17.62
RGDX	7.49	4.6
RGLD	55.96	5.0
RICK	29.79	3.15
RIMG	34.63	33.11
RIMM	236.66	231.0
RITT	20.12	1.3
RIVR	60.5	27.5
RJET	23.88	15.09
RMTR	35.75	5.56
RNIN	10.47	3.68
RNST	56.0	35.8
ROAC	21.75	3.0
ROCK	40.36	11.43
ROCM	29.76	15.53
ROIA	97.5	7.05
ROIC	10.6	10.41
ROLL	43.98	31.82
ROMA	18.0	10.95
ROME	36.0	8.69
ROSE	29.65	21.5
ROSG	8.94	3.25
RPFG	23.5	16.33
RRGB	62.91	16.21
RRST	26.5	11.08
RSYS	74.5	36.25
RTIX	17.25	8.01
RURL	39.75	6.05
RUSHA	29.92	15.15
RUTH	24.61	20.9
RVEP	23.0	1.49
RVSB	32.5	12.38
RVSN	65.0	24.25
SABA	38.81	4.18
SAFM	59.05	43.64
SALM	33.65	27.31
SAMB	12.18	1.6
SANM	135.25	14.62
SAPE	151.19	5.29
SASR	59.0	46.25
SATC	44.75	1.72
SATS	41.74	16.01
SBAC	57.0	9.11
SBBX	26.0	8.5
SBGI	62.25	11.94
SBSA	42.0	4.21
SBSI	29.0	23.99
SCHS	48.94	25.37
SCHW	155.0	38.38
SCIL	41.0	18.62
SCKT	17.75	0.88
SCMF	13.43	2.15
SCMP	19.75	12.99
SCMR	328.0	3.77
SCON	115.0	0.97
SCOR	42.0	12.12
SCUR	14.25	0.0
SDBT	8.25	3.25
SDTH	15.57	7.23
SEED	18.35	11.54
SENEB	44.0	13.0
SENO	11.1	9.06
SGC	63.03	14.9
SGEN	14.94	9.31
SGI	56.0	4.94
SHFL	48.69	29.44
SHLD	195.18	136.78
SHOO	55.75	19.61
SHPGY	81.0	46.5
SIAL	79.36	59.5
SIEB	70.62	15.25
SIFI	13.94	10.29
SIFY	245.0	4.58
SILC	28.24	20.66
SINA	59.27	44.66
SINO	27.49	6.38
SIRI	69.44	2.87
SIRO	44.2	29.99
SIVBO	25.55	23.69
SKBI	22.99	0.95
SKIL	101.5	5.3
SLP	17.25	6.0
SLXP	35.46	10.12
SMBC	28.98	14.34
SMED	13.0	3.99
SMHG	20.25	9.26
SMIT	14.75	2.75
SMLC	26.06	4.71
SMMF	52.0	3.98
SMMX	80.0	31.0
SMOD	15.89	6.52
SMTC	120.11	2.44
SMTS	36.95	13.13
SNAK	6.88	2.39
SNIC	23.67	3.12
SNSS	7.4	4.41
SNSTA	59.0	4.75
SOCB	32.0	21.75
SOFO	129.94	2.26
SOHU	91.5	17.51
SOMH	15.4	7.53
SOMX	21.24	11.2
SONA	17.46	14.34
SONC	40.5	30.12
SONE	158.5	10.54
SONO	42.14	7.5
SONS	281.0	6.43
SPCHA	11.44	1.87
SPEC	20.75	4.19
SPPR	13.0	5.09
SPPRP	15.45	6.99
SPRD	17.0	10.89
SPRT	39.19	13.01
SPTN	34.74	9.75
SPWRA	164.49	69.0
SQNM	191.25	7.25
SRCE	40.38	33.13
SRDX	64.5	51.9
SSBI	16.4	15.0
SSRI	48.16	1.6
SSTI	116.69	4.98
STAA	18.87	3.05
STEC	42.5	5.29
STEI	57.18	2.0
STEM	20.0	9.0
STLD	70.56	38.67
STNR	53.5	24.79
STRL	33.0	1.0
STRN	12.94	7.4
STRT	69.27	46.49
STRZ	17.25	1.75
STSA	41.25	20.95
STX	31.35	21.93
SUBK	58.25	31.37
SUMR	6.25	4.65
SUPG	77.31	7.03
SURG	8.78	1.39
SURW	59.5	39.88
SVLF	6.93	1.44
SVNT	28.42	5.38
SWHC	22.8	4.72
SWIR	82.0	11.5
SXCI	56.2	13.76
SYMX	15.92	8.71
SYNA	61.72	37.18
SYNM	27.06	1.0
SYNO	32.5	6.35
SYUT	52.24	31.99
TATT	28.49	3.88
TATTF	28.49	4.75
TAYC	43.18	7.3
TAYCP	29.15	28.31
TBBK	30.49	6.13
TBHS	20.7	19.3
TBNK	19.0	17.21
TCLP	43.2	38.42
TDBK	17.75	8.88
TEAM	30.13	9.94
TECUB	132.0	16.87
TESO	36.76	25.45
TESS	43.0	13.05
TFSL	13.76	12.56
TGIC	62.75	47.38
TGIS	20.0	0.93
THMD	22.74	9.16
THOR	33.5	14.92
TIBB	35.0	16.6
TIBX	253.5	4.14
TICC	17.5	16.04
TIII	10.12	5.87
TISA	16.69	3.5
TISI	49.78	25.0
TITN	34.49	13.07
TLAB	124.81	21.0
TLCR	24.41	24.18
TLCV	53.5	9.69
TLGD	168.88	18.62
TNDM	34.56	20.49
TO	31.62	10.88
TOMO	27.58	2.9
TQNT	261.0	32.0
TRAD	17.81	12.91
TRCR	25.25	2.75
TRGL	37.25	3.25
TRGT	24.5	9.16
TRIB	11.85	3.44
TRID	37.75	11.5
TRIT	25.5	20.98
TRLG	31.82	19.09
TRMB	63.25	20.38
TRMD	79.99	48.2
TRNS	19.75	2.72
TRS	16.51	6.1
TRST	46.5	6.54
TRXI	11.95	5.31
TSCC	47.12	5.5
TSCM	70.12	18.75
TSCO	73.25	55.65
TSEM	43.5	0.39
TSPT	15.4	4.72
TSTF	10.8	2.19
TSTR	33.4	8.05
TSYS	32.25	2.2
TTGT	18.69	15.1
TTHI	14.1	11.47
TTIL	51.13	4.06
TTPA	150.87	3.37
TUES	36.73	17.1
TUTR	36.4	10.85
TWLL	19.25	16.07
TWMC	45.25	19.0
UACL	37.57	22.91
UAHC	29.5	5.9
UBSI	52.38	24.05
UCBA	13.7	6.75
UCBI	59.89	25.43
UCFC	18.12	14.13
UDRL	22.73	13.34
UEPS	33.82	23.42
UFCS	71.52	33.31
UFPT	14.63	3.8
ULCM	63.0	9.75
ULTR	27.04	3.3
UMPQ	30.66	8.38
UMPQP	11.75	0.0
UNAM	18.12	9.0
UNB	34.8	17.75
UNCA	17.98	12.11
UNTD	43.64	22.25
URBN	63.24	14.25
USAP	54.17	16.0
USAT	14.05	0.2
USATP	16.0	7.36
USBI	54.29	44.5
USHS	16.0	5.14
USLM	47.0	6.5
USNA	66.77	1.3
UTEK	65.0	32.5
UTHR	132.0	79.25
UTIW	108.95	31.36
UTSI	93.5	2.89
UWBK	29.25	14.25
VASC	26.06	8.51
VBFC	38.25	26.62
VCLT	76.09	74.59
VECO	122.25	99.88
VGLT	58.91	58.76
VIFL	13.12	1.08
VIMC	23.34	1.9
VIRL	23.6	18.94
VLGEA	104.0	8.25
VLNC	40.37	1.57
VMEDW	10.45	3.85
VNDA	32.0	0.95
VOCS	41.5	10.27
VOD	238.61	49.87
VOLT	9.09	2.65
VOXX	72.5	16.12
VPFG	20.0	16.98
VPHM	111.62	14.94
VRAD	24.61	17.05
VRAZ	8.33	0.91
VRML	39.44	1.14
VRNM	169.18	15.0
VRSN	258.5	19.44
VRTA	7.48	5.8
VRTS	17.82	15.79
VRTU	19.97	9.43
VSBN	32.0	15.0
VSCI	18.75	1.22
VSEA	73.25	36.17
VSEC	78.18	34.5
VSNT	33.48	3.88
VTAL	36.67	23.87
VTIV	46.49	2.55
VTNC	25.72	5.22
VTRO	27.94	4.78
WABC	100.56	34.07
WAIN	15.65	11.28
WASH	44.25	29.0
WATG	15.78	4.6
WAVE	12.75	0.91
WAYN	33.0	26.0
WBCO	23.0	12.98
WBPRL	30.2	2.9
WBPRN	30.0	24.21
WBPRZ	35.0	23.5
WCBO	35.79	13.55
WEBM	72.25	2.99
WEDC	18.62	4.41
WEST	20.0	0.65
WFD	35.44	25.02
WFMI	156.45	46.38
WGOV	134.27	34.18
WHRT	17.01	0.5
WIBC	36.0	9.25
WILC	10.2	4.5
WINA	29.15	9.85
WIRE	47.35	16.32
WLDN	11.99	5.03
WMAR	75.5	4.1
WOOD	52.67	41.94
WOOF	46.23	27.15
WPCS	14.25	10.13
WPPGY	134.5	50.66
WPRT	14.67	12.0
WRES	18.68	12.48
WRLD	50.81	20.61
WSBC	45.75	25.0
WSFS	70.85	31.91
WSTG	19.0	10.24
WSTM	10.25	1.53
WTSLA	47.0	9.5
WWIN	10.5	1.5
WWON	77.37	1.56
WWVY	87.9	11.4
WXCO	12.2	8.25
XOMA	33.25	4.86
XRIT	40.48	11.64
XTEX	54.85	31.3
XTXI	100.32	64.0
YAVY	22.0	9.97
YDNT	41.94	15.6
YHOO	500.13	174.5
YONG	12.0	1.51
YORW	40.34	15.0
YRCW	64.47	0.85
YTEC	19.36	3.28
ZAGG	7.91	0.7
ZBRA	90.06	30.5
ZEUS	78.32	14.31
ZHNE	7.38	0.58
ZIGO	98.38	10.86
ZIPR	19.73	6.6
ZOLL	75.53	27.38
ZOLT	94.5	9.71
ZOOM	27.0	15.5
ZRAN	78.13	15.23
ZRBA	34.0	4.5
ZSTN	11.9	6.17
	0.0	0.0
AACC	32.05	5.67
AAME	15.81	3.62
AAPL	215.59	46.25
AAUK	23.55	19.5
AAWW	66.45	43.6
AAXJ	58.3	43.0
ABAT	9.66	0.03
ABAX	40.0	23.15
ABBC	20.39	13.39
ABCB	29.39	13.5
ABCD	14.8	3.79
ABFS	50.67	13.35
ABMD	83.37	18.6
ABVA	24.9	1.7
ABXA	9.19	6.68
ACAS	49.96	32.71
ACFN	26.75	1.4
ACGY	30.89	5.76
ACHN	20.0	3.16
ACIW	72.25	15.63
ACME	39.62	0.3
ACOM	16.32	14.43
ACSEF	12.62	5.1
ACTL	55.38	18.34
ACUS	14.15	7.8
ACWI	60.45	29.24
ADAT	22.75	4.0
ADBE	170.19	23.22
ADCT	85.12	1.49
ADEP	58.19	6.9
ADGF	18.88	2.0
ADLS	5.81	5.53
ADPI	35.57	9.0
ADRA	103.0	24.81
ADRE	147.93	34.82
ADRU	86.0	15.73
ADVS	125.94	30.86
AEHR	25.25	4.56
AEIS	77.44	74.75
AERT	3.71	1.5
AFCB	11.85	11.26
AFFM	18.75	4.21
AFFY	41.0	24.2
AFOP	14.0	0.84
AGAM	15.02	13.99
AGYS	28.19	11.23
AHGP	33.73	23.83
AHPI	19.16	2.0
AIMC	18.8	4.98
AINV	24.2	20.29
AIRT	35.5	4.06
AIRV	8.35	6.07
AKAM	345.5	4.18
AKRX	8.19	4.05
ALAN	4.14	0.62
ALBY	15.5	11.25
ALDA	36.5	10.57
ALEX	44.52	25.97
ALGN	29.71	8.3
ALGT	57.52	47.0
ALLI	20.25	6.75
ALNC	38.0	26.24
ALNY	37.35	7.63
ALOT	28.5	7.0
ALTI	9.47	2.4
ALXA	15.8	8.29
AMAC	10.09	4.79
AMAG	72.95	51.52
AMCC	305.0	24.62
AMCE	26.25	3.13
AMCS	58.75	3.69
AMGI	6.0	0.03
AMGIZ	1.0	0.2
AMIC	69.5	5.62
AMIE	48.6	14.98
AMLN	53.25	14.0
AMNB	41.5	23.25
AMPH	25.89	12.36
AMPL	35.0	1.68
AMRB	35.18	14.9
AMRN	28.84	1.52
AMSC	75.13	26.5
AMSG	40.05	20.83
AMTD	188.38	111.5
AMZN	361.88	87.37
ANAD	156.87	2.35
ANAT	159.34	31.98
ANCX	27.13	5.31
ANDE	125.4	8.75
ANDS	16.6	2.02
ANEN	144.25	17.64
ANGN	18.5	1.5
ANLY	48.47	3.52
ANPI	99.0	19.91
ANSV	10.85	0.34
APAB	24.39	12.2
APCVZ	2.2	0.26
APFC	41.25	7.95
APKT	21.97	4.39
APOL	98.01	39.25
APPA	16.12	2.15
APPY	15.16	1.5
APWR	31.89	11.7
ARBA	366.69	6.15
ARCL	21.22	19.43
ARDNA	218.0	15.5
AREX	30.0	7.85
ARGN	29.0	9.0
ARKR	43.48	3.13
ARMH	250.0	24.31
ARNA	47.0	8.45
ARQL	40.37	9.28
ARRS	61.25	24.0
ARRY	15.89	8.69
ARSD	8.95	2.69
ARST	29.24	11.4
ARTC	158.5	40.47
ARTG	213.0	2.14
ARTNA	37.5	17.58
ARTW	39.75	5.07
ARUN	23.85	7.91
ARWR	249.92	2.2
ARYX	9.74	8.01
ASCA	58.26	23.36
ASEI	93.86	53.55
ASFN	40.0	14.85
ASIA	100.81	7.35
ASMI	61.25	16.48
ASRV	83.0	4.95
ASRVP	26.25	25.47
ASYS	26.5	1.25
ATAX	22.87	8.06
ATBC	43.73	26.5
ATGN	24.13	0.89
ATLO	123.3	85.0
ATLS	75.09	48.89
ATML	70.12	2.89
ATNI	58.6	30.0
ATPG	57.58	3.33
ATRC	15.45	4.43
ATRI	164.56	79.5
ATRM	29.75	7.94
ATRO	54.2	4.25
ATVI	41.15	14.25
AUBN	60.0	23.0
AUTH	19.81	10.03
AUXL	42.75	7.25
AVAV	41.22	31.97
AVCT	71.88	18.03
AVGN	89.0	2.75
AVID	68.35	41.4
AVNW	21.25	6.93
AVSR	12.25	1.98
AXTI	49.56	3.91
BABY	26.0	3.81
BAGL	24.9	10.94
BARE	43.22	24.54
BARI	46.2	37.64
BAYN	23.0	19.4
BBBB	49.9	25.53
BBGI	19.34	13.71
BBND	21.63	5.49
BBSI	32.0	11.25
BBXT	28.74	25.26
BCAR	18.98	16.33
BCON	10.75	1.2
BCPC	35.2	22.7
BCSB	22.68	8.77
BDCO	8.6	5.25
BDGE	52.0	21.25
BDMS	34.91	15.0
BDSI	8.29	2.6
BEAT	35.89	24.2
BEAV	54.09	28.7
BEBE	50.0	17.11
BECN	43.45	13.72
BELFA	56.5	4.75
BELM	34.62	8.0
BERK	59.0	39.76
BEST	9.9	6.5
BFNB	28.42	21.0
BGCP	89.87	9.8
BHLB	39.67	25.55
BHRT	5.25	0.65
BIDU	470.25	326.94
BIIB	232.94	128.81
BIOD	25.69	17.27
BIOF	11.97	1.2
BITS	16.5	6.3
BKBK	77.0	18.0
BKOR	15.0	13.45
BKRS	23.03	0.89
BKYF	35.0	19.25
BLDP	144.94	45.4
BLDR	26.21	1.56
BLSW	5.09	1.42
BMC	98.62	80.25
BMRC	48.25	31.0
BMTC	57.5	22.0
BMTI	19.51	11.6
BNCC	23.25	10.0
BNHN	36.45	11.87
BNSO	21.38	5.56
BOBE	39.83	26.29
BOCH	51.95	8.5
BOFI	12.47	7.85
BOKF	61.41	32.11
BOOT	22.99	3.1
BOVA	8.65	6.8
BPFH	35.16	3.64
BPHX	33.0	5.36
BPOPO	28.0	12.95
BPSG	50.0	13.25
BRCM	354.88	132.63
BRKS	91.88	26.25
BSDM	9.47	3.58
BSET	44.0	4.49
BSMD	50.5	11.5
BSQR	56.5	2.23
BSTC	33.0	12.75
BTUI	22.79	2.87
BWEN	29.0	3.27
BWINB	45.0	27.87
BYFC	18.21	10.9
CA	81.62	12.8
CAAS	27.17	7.19
CABL	7.5	6.8
CACC	53.97	17.6
CADX	20.67	13.7
CAEI	27.25	2.44
CAGC	39.75	2.07
CAKE	50.25	17.75
CALD	20.74	4.47
CALP	202.0	39.62
CART	21.0	19.07
CARV	26.5	17.63
CASA	15.75	5.0
CASM	15.01	1.64
CASS	58.78	36.32
CASY	33.06	11.52
CBAN	36.25	7.15
CBBO	28.05	2.5
CBEH	9.25	7.02
CBIN	32.0	12.5
CBKN	19.46	17.5
CBLI	13.99	5.65
CBMX	16.38	6.75
CBNK	16.19	13.48
CBON	34.75	4.25
CBPO	13.7	1.75
CBSH	84.5	36.31
CBST	71.5	14.25
CBTE	30.0	4.8
CCBD	17.5	9.85
CCBP	52.6	27.37
CCFH	31.3	20.48
CCOI	34.9	21.57
CCRN	39.15	14.69
CCRT	66.06	42.45
CDNS	57.56	14.25
CDTI	30.0	2.5
CDZI	27.0	7.06
CECE	18.14	2.12
CECO	93.96	41.5
CELL	48.5	23.99
CENT	55.59	6.13
CENX	80.52	20.25
CEPH	84.83	59.76
CERN	98.76	79.88
CETV	126.53	14.2
CFBK	18.0	9.88
CFFC	32.5	17.0
CFFI	46.5	19.0
CFK	18.74	6.0
CGNX	73.12	23.0
CHEV	13.75	13.2
CHFC	48.0	24.62
CHKP	295.0	19.75
CHMP	27.08	7.04
CHNG	18.0	2.95
CHOP	10.0	5.68
CHRS	36.99	8.03
CHRW	67.36	42.48
CHUX	26.0	12.5
CHYR	6.5	0.65
CIIC	5.15	1.1
CINF	135.87	39.79
CISG	25.5	22.82
CITP	25.36	10.38
CITZ	15.6	14.87
CIZN	36.0	21.05
CJBK	34.05	9.62
CKEC	42.37	35.09
CKSW	9.75	2.33
CLCT	22.3	9.13
CLDA	40.49	14.5
CLFC	33.25	18.63
CLMT	55.26	51.52
CLNE	20.65	13.24
CLRO	24.38	20.02
CLSN	10.25	0.61
CLUB	24.0	2.61
CLWR	35.41	17.94
CLWT	15.25	1.31
CMCO	34.3	17.44
CMFB	16.0	6.5
CMKG	15.63	2.25
CMTL	58.0	17.12
CNAF	42.0	16.0
CNBC	34.29	15.56
CNLA	13.0	11.5
CNLG	8.77	1.37
CNMD	39.0	22.99
CNQR	59.25	39.61
CNSL	23.71	17.3
CNTY	12.11	1.0
CNYD	16.45	9.0
COBR	15.0	4.12
COBZ	24.8	12.16
COCO	75.5	15.41
COGO	22.5	9.75
COHR	107.38	13.5
COKE	73.41	62.3
COLB	40.75	13.0
COMS	119.75	6.69
CONN	44.99	24.61
CORT	12.65	4.29
COSI	11.21	5.04
CPBC	13.69	7.6
CPBK	24.49	4.9
CPBY	10.8	4.76
CPEX	19.98	9.0
CPHC	9.13	6.7
CPIX	17.75	16.7
CPLA	77.78	55.8
CPNO	70.2	13.83
CPSL	16.58	5.7
CPST	98.5	0.96
CPTS	25.95	8.4
CPWR	79.81	6.5
CRA	321.0	14.05
CRBC	51.0	25.1
CRDC	15.15	8.69
CRED	31.39	10.48
CREL	16.47	9.28
CRESY	25.82	15.16
CRMH	15.35	6.67
CRMT	38.55	4.75
CROX	93.58	27.0
CRRC	59.46	44.35
CRWN	22.0	16.75
CRYP	42.0	23.64
CRZO	76.3	5.6
CSCO	146.75	22.89
CSFL	40.85	24.0
CSGS	84.31	19.25
CSHB	15.7	14.29
CSII	11.8	6.39
CSIQ	51.8	16.95
CSKI	25.45	15.96
CSLR	15.09	2.18
CSNT	50.48	9.63
CSTR	38.9	14.38
CSWC	190.33	38.25
CTBC	22.5	4.19
CTBI	46.32	31.25
CTBK	55.5	32.65
CTCH	68.5	4.11
CTCT	26.39	15.38
CTDC	14.5	3.19
CTEL	24.44	1.8
CTFO	17.29	6.1
CTGX	63.37	17.25
CTIB	10.39	2.24
CTSH	134.87	18.44
CTXS	183.0	22.07
CUTR	44.2	13.77
CVBK	40.5	15.98
CVLY	46.25	15.75
CVTI	23.31	2.2
CWCO	44.95	14.5
CWEI	121.5	34.95
CWLZ	17.55	5.0
CWTR	41.63	13.75
CXDC	15.0	0.02
CXPO	19.35	7.43
CY	58.0	18.38
CYBX	47.77	28.13
CYCC	9.5	7.6
CYCCP	8.2	5.05
CYMI	98.5	15.5
CYOU	48.37	39.65
CYPB	18.2	5.11
CYTR	11.75	1.23
CYTX	11.75	6.97
CZFC	27.9	15.5
CZNC	39.16	31.72
DAKT	54.81	7.5
DARA	21.0	4.32
DATA	24.0	0.33
DAVE	23.37	13.62
DBRN	48.36	14.0
DCGN	31.5	5.4
DDIC	19.5	2.41
DDRX	35.37	3.4
DDSS	9.92	6.08
DEAR	30.9	9.12
DEER	19.1	13.8
DEIX	18.0	9.12
DEPO	14.38	5.31
DEST	57.65	14.9
DFR	17.44	13.9
DFZ	24.63	11.25
DGICA	28.75	15.0
DGIT	30.5	1.11
DGLY	11.41	5.84
DHFT	25.92	16.06
DIET	9.55	5.19
DINE	24.12	7.42
DIOD	51.44	28.01
DISCA	33.02	21.61
DISCK	29.05	21.64
DISH	176.5	31.91
DITC	191.0	1.52
DJCO	69.16	10.25
DLIA	12.0	2.76
DLLR	33.27	12.6
DLPX	13.25	0.5
DLTR	64.81	23.8
DMAN	20.55	10.12
DMRC	15.98	13.78
DNBF	36.0	21.5
DNDN	30.9	30.42
DORM	27.5	6.5
DPTR	30.68	3.45
DRAM	58.88	3.8
DRCO	25.3	10.15
DRRX	16.38	7.75
DRWI	14.1	1.2
DRYS	131.34	79.48
DSGX	91.61	4.75
DSPG	114.0	19.12
DSTI	17.5	3.64
DSWL	30.6	9.81
DTSI	35.99	26.72
DTV	34.42	16.62
DWA	42.98	22.25
DWCH	14.36	2.75
DWMT	17.2	11.53
DWSN	85.67	10.5
DXCM	26.7	5.79
DYAX	54.12	29.5
EBIX	120.91	1.0
EBSB	10.4	8.91
EBTC	50.4	13.05
ECGI	6.25	0.53
ECLP	40.25	8.5
ECTX	41.25	3.5
EDAP	21.64	2.94
EDGR	21.88	1.55
EDS	13.69	7.46
EEEI	14.5	0.1
EEFT	39.78	30.35
EFJI	12.4	1.14
EFUT	49.9	9.1
EGBN	26.0	9.75
EGHT	37.97	1.63
ELGX	17.5	4.99
ELNK	99.37	10.38
ELON	113.0	29.15
ELRC	56.0	15.18
ELTK	8.97	0.88
EMAK	30.75	11.25
EMCI	37.12	22.75
EMIS	84.5	3.88
EMMS	124.69	21.25
EMMSP	85.0	45.75
ENER	83.33	23.25
ENG	18.37	15.8
ENMD	101.25	2.75
ENTG	19.05	9.47
ENWV	55.41	1.18
EPAX	46.75	38.71
EPCT	12.0	3.05
EPCTD	12.0	0.5
EPG	10.7	7.64
EPHC	25.62	0.67
EPIX	26.75	6.88
ERTS	124.44	64.3
ESBF	21.87	12.75
ESCA	75.98	4.16
ESCC	37.0	5.05
ESEA	21.52	12.67
ESIC	96.0	2.09
ESIO	118.0	16.57
ESLR	18.85	16.1
ESLT	70.69	17.74
ESMC	27.49	2.0
ESRX	111.64	28.75
ESSA	14.28	14.05
ESTX	13.84	10.0
ESYS	11.12	0.64
ETFC	144.5	31.0
ETRM	10.77	2.0
EUFN	22.5	0.0
EURX	19.6	14.6
EVBS	32.05	21.1
EVEP	44.13	20.3
EVOL	20.62	0.29
EXAR	128.38	14.15
EXEL	50.5	11.56
EXFO	92.5	12.09
EXLS	29.24	20.81
EXPE	35.28	22.1
EXPO	38.8	15.0
EXXI	7.93	7.18
EXXID	20.7	0.68
EZCH	43.75	13.5
EZPW	51.44	17.96
FABK	12.97	9.8
FACT	50.0	17.46
FALC	15.5	5.83
FARM	393.94	23.31
FARO	50.27	16.26
FAST	86.71	36.19
FBCM	18.25	10.0
FBMI	66.68	34.5
FBMS	40.0	26.11
FBSI	35.0	10.75
FBSS	31.5	17.75
FCAL	13.95	5.15
FCAP	25.0	11.0
FCBC	48.63	41.0
FCEL	188.69	9.25
FCFC	34.37	27.5
FCFS	37.15	18.67
FCHI	55.29	46.17
FCTY	19.0	7.0
FCVA	33.0	7.04
FCZA	40.5	26.75
FEED	21.31	12.99
FELE	103.45	25.68
FFBH	41.69	17.36
FFCO	10.85	6.2
FFDF	24.75	11.5
FFFD	45.99	40.24
FFHL	18.43	3.31
FFIC	29.57	22.16
FFKY	43.25	27.58
FGXI	19.93	13.13
FHCO	7.79	1.82
FIRE	28.0	12.09
FISV	67.88	26.12
FKFS	37.5	28.0
FLDR	14.1	1.8
FLIC	64.0	34.88
FLOW	16.74	9.62
FLWS	23.19	13.24
FMAR	20.45	1.39
FMBI	49.85	17.09
FMCN	88.5	48.41
FMER	49.38	20.86
FMFC	48.0	16.75
FMTI	16.0	0.59
FNBN	60.0	11.25
FNBP	30.0	29.05
FNDT	47.0	11.64
FNSC	33.99	24.5
FOOD	6.05	2.5
FOODZ	0.75	0.33
FORM	49.71	24.02
FORTY	92.19	12.98
FOSL	54.87	20.25
FPBN	29.5	2.07
FPIC	67.0	7.5
FPTB	30.51	29.7
FREE	10.48	5.47
FREEZ	8.0	2.38
FRME	47.75	24.8
FRPT	31.16	4.0
FSBI	32.0	19.25
FSBK	44.46	30.5
FSFG	11.0	9.0
FSIN	27.69	15.46
FSNM	39.85	14.75
FTEK	38.2	11.76
FTNT	20.59	19.15
FUBC	8.23	6.25
FUEL	11.0	8.25
FUNC	39.75	20.92
GAIA	30.73	11.25
GAME	13.0	8.66
GASS	20.0	13.42
GBNK	13.05	1.77
GCFB	6.61	0.39
GCFBD	6.61	4.55
GCOM	41.12	7.08
GENT	24.55	16.49
GENZ	111.5	92.12
GEOI	29.08	1.0
GEOY	37.37	15.75
GERN	75.88	10.25
GFED	30.85	28.75
GFRE	14.94	1.6
GIGA	22.0	1.86
GIGM	91.0	1.06
GIII	26.74	7.45
GILD	118.12	56.62
GILT	181.5	12.75
GIVN	45.23	23.95
GLAD	26.45	21.68
GLBC	36.3	19.72
GLDC	11.5	2.55
GLGL	9.52	4.01
GLNG	27.7	13.24
GLRE	25.5	17.15
GMTN	26.25	5.19
GMXR	88.35	6.78
GMXRP	27.65	26.3
GNCMA	16.1	9.57
GNET	10.96	4.57
GNVC	10.5	0.95
GOLD	90.3	17.41
GOLF	11.57	9.64
GOODO	22.49	15.0
GOOG	747.24	700.73
GORX	11.25	2.67
GPOR	25.62	10.17
GPRE	63.5	52.99
GPRO	71.84	46.16
GRAN	47.0	28.5
GRID	33.72	30.67
GRIF	41.5	36.85
GRMH	14.89	0.41
GRMN	125.68	90.7
GRVY	13.77	8.14
GSIC	36.88	14.41
GTCB	50.0	8.25
GTIV	29.99	25.23
GTLS	55.73	22.28
GTXI	23.64	12.2
GULF	28.62	13.45
HABC	28.71	23.75
HAFC	38.32	18.75
HAIN	40.12	23.75
HALO	11.0	9.1
HANS	210.88	64.41
HAST	36.88	6.13
HAUP	84.38	2.75
HAXS	5.01	2.84
HAYN	100.1	21.29
HBIO	14.5	3.41
HBOS	17.0	12.1
HCBK	41.0	13.2
HCKT	40.37	4.37
HEAT	18.6	6.05
HELE	37.62	19.18
HEOP	29.5	16.5
HERO	43.89	38.83
HFWA	29.33	10.13
HIFS	45.0	11.5
HIHO	10.0	1.0
HIMX	9.45	4.15
HIST	21.0	4.49
HITK	49.9	5.75
HLCS	18.6	1.05
HLND	61.75	45.06
HLYS	40.09	6.72
HMIN	50.08	26.35
HMNA	18.75	1.7
HOLI	13.48	4.9
HOMB	35.0	21.76
HPCCP	34.4	27.4
HPJ	9.82	1.94
HRAY	11.8	2.92
HRBN	28.0	8.25
HRZB	32.3	13.09
HSNI	21.21	18.55
HSTM	6.5	1.45
HTCO	47.25	8.2
HTGC	14.71	14.49
HTLD	44.5	15.47
HTLF	33.75	17.1
HTRN	21.0	7.0
HUBG	66.91	54.42
HUGH	61.0	50.19
HURC	60.44	12.87
HWBK	61.52	33.0
HWFG	19.7	16.49
HWKN	26.49	8.56
HYTM	10.48	6.68
IAAC	49.53	0.85
IACI	58.63	27.52
IART	52.85	26.43
IBCP	47.5	8.75
IBKR	35.93	18.77
